
Qualification statistics
========================
Population: "RM
Format    : 70.0m at World Archery 122cm, 10 rings target face, Scoring system: Cumulative 72 arrows (q_rm_72a_70m_122cm10rings)
Runs      : 100000

Results
Average number of ties : 56.52
                StdDev :  2.42
Average correctness    : 1.331852
                StdDev : 0.109401


                                                RANKING RESULTS
=================================================================================================================================
| Qualification Rank |   | Elimination Rank | Archers Skill Level | Archers Skill Level Score | Simulated Score |    StdDev(%)  |
|          3(  3)    | + |         0        |       109.63        |         556.0             |       556.2     |  5.522( 0.4%)  |
|          4(  5)    | + |         0        |       107.20        |         551.0             |       551.0     |  5.843( 0.4%)  |
|          5(  4)    | + |         0        |       107.20        |         551.0             |       551.0     |  5.858( 0.4%)  |
|          6(  6)    | + |         0        |       106.17        |         549.0             |       548.7     |  6.009( 0.4%)  |
|          7(  7)    | + |         0        |       105.13        |         546.0             |       546.3     |  6.134( 0.5%)  |
|          8(  8)    | + |         0        |       104.10        |         544.0             |       543.9     |  6.315( 0.5%)  |
|          9(  9)    | + |         0        |       104.10        |         544.0             |       543.9     |  6.309( 0.5%)  |
|         10( 10)    | + |         0        |       103.66        |         543.0             |       542.8     |  6.395( 0.5%)  |
|         11( 11)    | + |         0        |       103.21        |         542.0             |       541.8     |  6.464( 0.5%)  |
|         12( 12)    | + |         0        |       102.77        |         541.0             |       540.7     |  6.540( 0.5%)  |
|         13( 13)    | + |         0        |       102.33        |         540.0             |       539.6     |  6.592( 0.5%)  |
|         14( 14)    | + |         0        |       101.89        |         538.0             |       538.4     |  6.675( 0.5%)  |
|         15( 15)    | + |         0        |       101.44        |         537.0             |       537.3     |  6.762( 0.5%)  |
|         16( 16)    | + |         0        |       101.00        |         536.0             |       536.2     |  6.826( 0.5%)  |
|         17( 17)    | + |         0        |       101.00        |         536.0             |       536.2     |  6.850( 0.5%)  |
|         18( 18)    | + |         0        |       100.80        |         536.0             |       535.6     |  6.852( 0.5%)  |
|         19( 19)    | + |         0        |       100.60        |         535.0             |       535.1     |  6.921( 0.5%)  |
|         20( 20)    | + |         0        |       100.40        |         535.0             |       534.6     |  6.922( 0.5%)  |
|         21( 21)    | + |         0        |       100.20        |         534.0             |       534.1     |  6.937( 0.5%)  |
|         22( 22)    | + |         0        |       100.00        |         534.0             |       533.5     |  7.028( 0.5%)  |
|         23( 23)    | + |         0        |        99.80        |         533.0             |       533.0     |  7.026( 0.5%)  |
|         24( 24)    | + |         0        |        99.60        |         532.0             |       532.5     |  7.052( 0.5%)  |
|         25( 25)    | + |         0        |        99.40        |         532.0             |       532.0     |  7.100( 0.5%)  |
|         26( 26)    | + |         0        |        99.20        |         531.0             |       531.4     |  7.137( 0.5%)  |
|         27( 27)    | + |         0        |        99.00        |         531.0             |       530.8     |  7.201( 0.5%)  |
|         28( 28)    | + |         0        |        98.80        |         530.0             |       530.3     |  7.245( 0.5%)  |
|         29( 29)    | + |         0        |        98.60        |         530.0             |       529.7     |  7.241( 0.5%)  |
|         30( 30)    | + |         0        |        98.40        |         529.0             |       529.2     |  7.297( 0.5%)  |
|         31( 31)    | + |         0        |        98.20        |         529.0             |       528.7     |  7.327( 0.5%)  |
|         32( 32)    | + |         0        |        98.00        |         528.0             |       528.1     |  7.364( 0.5%)  |
|         33( 33)    | + |         0        |        98.00        |         528.0             |       528.0     |  7.349( 0.5%)  |
|         34( 34)    | + |         0        |        97.83        |         528.0             |       527.6     |  7.404( 0.5%)  |
|         35( 35)    | + |         0        |        97.65        |         527.0             |       527.0     |  7.416( 0.5%)  |
|         36( 36)    | + |         0        |        97.48        |         527.0             |       526.6     |  7.464( 0.5%)  |
|         37( 37)    | + |         0        |        97.30        |         526.0             |       526.0     |  7.503( 0.5%)  |
|         38( 38)    | + |         0        |        97.13        |         526.0             |       525.6     |  7.548( 0.5%)  |
|         39( 39)    | + |         0        |        96.96        |         525.0             |       525.1     |  7.554( 0.5%)  |
|         40( 40)    | + |         0        |        96.78        |         525.0             |       524.6     |  7.575( 0.5%)  |
|         41( 41)    | + |         0        |        96.61        |         524.0             |       524.0     |  7.612( 0.5%)  |
|         42( 42)    | + |         0        |        96.43        |         524.0             |       523.5     |  7.672( 0.5%)  |
|         43( 43)    | + |         0        |        96.26        |         523.0             |       523.0     |  7.706( 0.5%)  |
|         44( 44)    | + |         0        |        96.09        |         523.0             |       522.5     |  7.715( 0.5%)  |
|         45( 45)    | + |         0        |        95.91        |         522.0             |       522.0     |  7.734( 0.5%)  |
|         46( 46)    | + |         0        |        95.74        |         521.0             |       521.5     |  7.786( 0.5%)  |
|         47( 47)    | + |         0        |        95.57        |         521.0             |       520.9     |  7.837( 0.5%)  |
|         48( 48)    | + |         0        |        95.39        |         520.0             |       520.4     |  7.883( 0.5%)  |
|         49( 49)    | + |         0        |        95.22        |         520.0             |       520.0     |  7.898( 0.5%)  |
|         50( 50)    | + |         0        |        95.04        |         519.0             |       519.3     |  7.953( 0.5%)  |
|         51( 51)    | + |         0        |        94.87        |         519.0             |       518.8     |  7.943( 0.5%)  |
|         52( 52)    | + |         0        |        94.70        |         518.0             |       518.3     |  8.021( 0.5%)  |
|         53( 53)    | + |         0        |        94.52        |         518.0             |       517.8     |  8.058( 0.5%)  |
|         54( 54)    | + |         0        |        94.35        |         517.0             |       517.2     |  8.061( 0.5%)  |
|         55( 55)    | + |         0        |        94.17        |         517.0             |       516.7     |  8.130( 0.6%)  |
|         56( 57)    | + |         0        |        94.00        |         516.0             |       516.1     |  8.147( 0.6%)  |
|         57( 56)    | + |         0        |        94.00        |         516.0             |       516.1     |  8.194( 0.6%)  |
|         58( 58)    | + |         0        |        93.81        |         516.0             |       515.5     |  8.176( 0.6%)  |
|         59( 59)    | + |         0        |        93.63        |         515.0             |       514.9     |  8.228( 0.6%)  |
|         60( 60)    | + |         0        |        93.44        |         514.0             |       514.3     |  8.269( 0.6%)  |
|         61( 61)    | + |         0        |        93.25        |         514.0             |       513.7     |  8.342( 0.6%)  |
|         62( 62)    | + |         0        |        93.06        |         513.0             |       513.2     |  8.348( 0.6%)  |
|         63( 63)    | + |         0        |        92.88        |         513.0             |       512.5     |  8.372( 0.6%)  |
|         64( 64)    | + |         0        |        92.69        |         512.0             |       511.9     |  8.421( 0.6%)  |
|         65( 65)    | + |         0        |        92.50        |         511.0             |       511.3     |  8.478( 0.6%)  |
|         66( 66)    | + |         0        |        92.31        |         511.0             |       510.7     |  8.483( 0.6%)  |
|         67( 67)    | + |         0        |        92.13        |         510.0             |       510.1     |  8.537( 0.6%)  |
|         68( 68)    | + |         0        |        91.94        |         509.0             |       509.5     |  8.600( 0.6%)  |
|         69( 69)    | + |         0        |        91.75        |         509.0             |       508.8     |  8.630( 0.6%)  |
|         70( 70)    | + |         0        |        91.57        |         508.0             |       508.2     |  8.662( 0.6%)  |
|         71( 71)    | + |         0        |        91.38        |         508.0             |       507.6     |  8.698( 0.6%)  |
|         72( 72)    | + |         0        |        91.19        |         507.0             |       506.9     |  8.766( 0.6%)  |
|         73( 73)    | + |         0        |        91.00        |         506.0             |       506.3     |  8.758( 0.6%)  |
|         74( 74)    | + |         0        |        90.82        |         506.0             |       505.7     |  8.833( 0.6%)  |
|         75( 75)    | + |         0        |        90.63        |         505.0             |       505.0     |  8.871( 0.6%)  |
|         76( 76)    | + |         0        |        90.44        |         504.0             |       504.4     |  8.918( 0.6%)  |
|         77( 77)    | + |         0        |        90.26        |         504.0             |       503.7     |  8.965( 0.6%)  |
|         78( 78)    | + |         0        |        90.07        |         503.0             |       503.1     |  9.046( 0.6%)  |
|         79( 79)    | + |         0        |        89.88        |         502.0             |       502.4     |  9.064( 0.6%)  |
|         80( 80)    | + |         0        |        89.69        |         502.0             |       501.8     |  9.114( 0.6%)  |
|         81( 81)    | + |         0        |        89.51        |         501.0             |       501.1     |  9.131( 0.6%)  |
|         82( 82)    | + |         0        |        89.32        |         500.0             |       500.4     |  9.173( 0.6%)  |
|         83( 83)    | + |         0        |        89.13        |         500.0             |       499.8     |  9.207( 0.6%)  |
|         84( 84)    | + |         0        |        88.94        |         499.0             |       499.1     |  9.282( 0.6%)  |
|         85( 85)    | + |         0        |        88.76        |         498.0             |       498.4     |  9.279( 0.6%)  |
|         86( 86)    | + |         0        |        88.57        |         498.0             |       497.7     |  9.357( 0.6%)  |
|         87( 87)    | + |         0        |        88.38        |         497.0             |       497.1     |  9.398( 0.6%)  |
|         88( 88)    | + |         0        |        88.20        |         496.0             |       496.3     |  9.473( 0.6%)  |
|         89( 89)    | + |         0        |        88.01        |         496.0             |       495.7     |  9.489( 0.6%)  |
|         90( 90)    | + |         0        |        87.82        |         495.0             |       495.0     |  9.540( 0.6%)  |
|         91( 91)    | + |         0        |        87.63        |         494.0             |       494.3     |  9.610( 0.6%)  |
|         92( 92)    | + |         0        |        87.45        |         494.0             |       493.6     |  9.639( 0.6%)  |
|         93( 93)    | + |         0        |        87.26        |         493.0             |       492.9     |  9.651( 0.6%)  |
|         94( 94)    | + |         0        |        87.07        |         492.0             |       492.1     |  9.762( 0.6%)  |
|         95( 95)    | + |         0        |        86.89        |         491.0             |       491.4     |  9.769( 0.6%)  |
|         96( 96)    | + |         0        |        86.70        |         491.0             |       490.7     |  9.820( 0.6%)  |
|         97( 97)    | + |         0        |        86.51        |         490.0             |       490.1     |  9.826( 0.6%)  |
|         98( 98)    | + |         0        |        86.32        |         489.0             |       489.3     |  9.928( 0.6%)  |
|         99( 99)    | + |         0        |        86.14        |         489.0             |       488.5     |  9.953( 0.6%)  |
|        100(100)    | + |         0        |        85.95        |         488.0             |       487.9     | 10.016( 0.6%)  |
|        101(101)    | + |         0        |        85.76        |         487.0             |       487.1     | 10.058( 0.7%)  |
|        102(102)    | + |         0        |        85.57        |         486.0             |       486.3     | 10.117( 0.7%)  |
|        103(103)    | + |         0        |        85.39        |         486.0             |       485.6     | 10.136( 0.7%)  |
|        104(104)    | + |         0        |        85.20        |         485.0             |       484.9     | 10.201( 0.7%)  |
Qualification: 70.0m at World Archery 122cm, 10 rings target face, Scoring system: Cumulative 72 arrows (q_rw_72a_70m_122cm10rings)
Elimination  : 70.0m at World Archery 122cm, 10 rings target face, Scoring system: Set-system 3 arrow sets, best of 5 sets (e_rw_3abo5_70m_122cm10rings)
Skill level distribution: 117.0 115.0 110.6 107.2 105.0 101.2 ("RM)

           Elimination round statistics
===============================================================================================================================
|                            |   1/48   |   1/24   |   1/16   |    1/8   |    1/4   |    1/2   |   FG+FB  |   total n-matches |
+----------------------------+----------+----------+----------+----------+----------+----------+----------+-------------------+
| # total simulated matches  |  4800000 |  2400000 |  1600000 |   800000 |   400000 |   200000 |   200000 |         104       |
| # avg wins after  1 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  2 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  3 sets   |   19.69% |   15.50% |   17.75% |   16.63% |   13.18% |   11.11% |   10.85% |   18.31   17.60%  |
| # avg wins after  4 sets   |   34.84% |   33.42% |   35.16% |   35.28% |   33.60% |   32.58% |   32.21% |   35.83   34.45%  |
| # avg wins after  5 sets   |   45.47% |   51.08% |   47.09% |   48.09% |   53.22% |   56.31% |   56.94% |   49.86   47.94%  |
| # avg wins after S/O       |     6.33 |     3.73 |     2.22 |     1.14 |     0.66 |     0.36 |     0.36 |   14.79   14.22%  |
| # avg wins after D-S/O     |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |    0.00    0.00%  |
| # avg wins equal score !S/O|     1.26 |     0.76 |     0.44 |     0.22 |     0.13 |     0.07 |     0.07 |    2.95    2.83%  |
| # avg wins with lower score|     0.91 |     0.47 |     0.23 |     0.10 |     0.04 |     0.02 |     0.02 |    1.72    2.83%  |
| # avg expected wins        |   74.85% |   68.59% |   74.53% |   74.45% |   67.87% |   62.07% |   61.14% |    0.50  104.00%  |
===============================================================================================================================

Number of archers that qualified top  4, also ends in top  4 =   2.0
Number of archers that qualified top  8, also ends in top  8 =   5.1
Number of archers that qualified top 16, also ends in top 16 =  10.4

Qualification ranking fit to theoretical ranking (lower is better): 1.332670

Final ranking fit to theoretical ranking  (lower is better)       : 1.768448
Qualification: 70.0m at Experimental 100cm, 10 rings target face, Scoring system: Cumulative 72 arrows (q_rw_72a_70m_100cm10rings)
Elimination  : 70.0m at Experimental 100cm, 10 rings target face, Scoring system: Set-system 3 arrow sets, best of 5 sets (e_rw_3abo5_70m_100cm10rings)
Skill level distribution: 117.0 115.0 110.6 107.2 105.0 101.2 ("RM)

           Elimination round statistics
===============================================================================================================================
|                            |   1/48   |   1/24   |   1/16   |    1/8   |    1/4   |    1/2   |   FG+FB  |   total n-matches |
+----------------------------+----------+----------+----------+----------+----------+----------+----------+-------------------+
| # total simulated matches  |  4800000 |  2400000 |  1600000 |   800000 |   400000 |   200000 |   200000 |         104       |
| # avg wins after  1 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  2 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  3 sets   |   21.99% |   17.62% |   20.24% |   19.07% |   15.53% |   13.30% |   13.16% |   20.70   19.90%  |
| # avg wins after  4 sets   |   34.46% |   33.33% |   34.73% |   34.89% |   33.31% |   32.38% |   32.23% |   35.51   34.15%  |
| # avg wins after  5 sets   |   43.54% |   49.05% |   45.03% |   46.04% |   51.15% |   54.32% |   54.61% |   47.79   45.95%  |
| # avg wins after S/O       |     5.91 |     3.50 |     2.08 |     1.07 |     0.62 |     0.34 |     0.34 |   13.86   13.33%  |
| # avg wins after D-S/O     |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |    0.00    0.00%  |
| # avg wins equal score !S/O|     1.16 |     0.72 |     0.41 |     0.21 |     0.13 |     0.07 |     0.07 |    2.78    2.67%  |
| # avg wins with lower score|     1.22 |     0.64 |     0.33 |     0.14 |     0.07 |     0.04 |     0.04 |    2.38    2.67%  |
| # avg expected wins        |   75.04% |   68.76% |   74.68% |   74.68% |   68.00% |   62.08% |   61.38% |    0.50  104.00%  |
===============================================================================================================================

Number of archers that qualified top  4, also ends in top  4 =   2.0
Number of archers that qualified top  8, also ends in top  8 =   5.2
Number of archers that qualified top 16, also ends in top 16 =  10.4

Qualification ranking fit to theoretical ranking (lower is better): 1.309230

Final ranking fit to theoretical ranking  (lower is better)       : 1.752835
Qualification: 70.0m at World Archery 122cm, 10 rings target face, Scoring system: Cumulative 60 arrows (q_rw_60a_70m_122cm10rings)
Elimination  : 70.0m at World Archery 122cm, 10 rings target face, Scoring system: Set-system 3 arrow sets, best of 5 sets (e_rw_3abo5_70m_122cm10rings)
Skill level distribution: 117.0 115.0 110.6 107.2 105.0 101.2 ("RM)

           Elimination round statistics
===============================================================================================================================
|                            |   1/48   |   1/24   |   1/16   |    1/8   |    1/4   |    1/2   |   FG+FB  |   total n-matches |
+----------------------------+----------+----------+----------+----------+----------+----------+----------+-------------------+
| # total simulated matches  |  4800000 |  2400000 |  1600000 |   800000 |   400000 |   200000 |   200000 |         104       |
| # avg wins after  1 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  2 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  3 sets   |   19.56% |   15.58% |   17.79% |   16.51% |   13.18% |   11.30% |   11.11% |   18.27   17.57%  |
| # avg wins after  4 sets   |   34.82% |   33.42% |   35.18% |   35.16% |   33.74% |   32.42% |   32.28% |   35.82   34.44%  |
| # avg wins after  5 sets   |   45.62% |   50.99% |   47.03% |   48.33% |   53.08% |   56.29% |   56.61% |   49.91   47.99%  |
| # avg wins after S/O       |     6.35 |     3.72 |     2.22 |     1.15 |     0.66 |     0.36 |     0.36 |   14.80   14.23%  |
| # avg wins after D-S/O     |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |    0.00    0.00%  |
| # avg wins equal score !S/O|     1.27 |     0.76 |     0.44 |     0.22 |     0.13 |     0.07 |     0.07 |    2.95    2.84%  |
| # avg wins with lower score|     0.91 |     0.46 |     0.23 |     0.10 |     0.05 |     0.02 |     0.02 |    1.72    2.84%  |
| # avg expected wins        |   74.27% |   68.24% |   74.00% |   73.53% |   67.34% |   61.89% |   61.03% |    0.50  104.00%  |
===============================================================================================================================

Number of archers that qualified top  4, also ends in top  4 =   1.9
Number of archers that qualified top  8, also ends in top  8 =   5.0
Number of archers that qualified top 16, also ends in top 16 =  10.2

Qualification ranking fit to theoretical ranking (lower is better): 1.437974

Final ranking fit to theoretical ranking  (lower is better)       : 1.822627
Qualification: 70.0m at Experimental 100cm, 10 rings target face, Scoring system: Cumulative 60 arrows (q_rw_60a_70m_100cm10rings)
Elimination  : 70.0m at Experimental 100cm, 10 rings target face, Scoring system: Set-system 3 arrow sets, best of 5 sets (e_rw_3abo5_70m_100cm10rings)
Skill level distribution: 117.0 115.0 110.6 107.2 105.0 101.2 ("RM)

           Elimination round statistics
===============================================================================================================================
|                            |   1/48   |   1/24   |   1/16   |    1/8   |    1/4   |    1/2   |   FG+FB  |   total n-matches |
+----------------------------+----------+----------+----------+----------+----------+----------+----------+-------------------+
| # total simulated matches  |  4800000 |  2400000 |  1600000 |   800000 |   400000 |   200000 |   200000 |         104       |
| # avg wins after  1 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  2 sets   |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00% |    0.00    0.00%  |
| # avg wins after  3 sets   |   21.94% |   17.67% |   20.15% |   19.05% |   15.43% |   13.41% |   13.27% |   20.67   19.88%  |
| # avg wins after  4 sets   |   34.38% |   33.27% |   34.75% |   34.79% |   33.46% |   32.43% |   32.14% |   35.46   34.10%  |
| # avg wins after  5 sets   |   43.68% |   49.06% |   45.10% |   46.16% |   51.11% |   54.16% |   54.60% |   47.87   46.03%  |
| # avg wins after S/O       |     5.92 |     3.49 |     2.09 |     1.07 |     0.62 |     0.34 |     0.34 |   13.88   13.35%  |
| # avg wins after D-S/O     |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |     0.00 |    0.00    0.00%  |
| # avg wins equal score !S/O|     1.17 |     0.71 |     0.41 |     0.21 |     0.13 |     0.07 |     0.07 |    2.78    2.67%  |
| # avg wins with lower score|     1.22 |     0.64 |     0.33 |     0.15 |     0.07 |     0.04 |     0.04 |    2.39    2.67%  |
| # avg expected wins        |   74.51% |   68.33% |   74.23% |   73.97% |   67.69% |   61.72% |   60.80% |    0.50  104.00%  |
===============================================================================================================================

Number of archers that qualified top  4, also ends in top  4 =   2.0
Number of archers that qualified top  8, also ends in top  8 =   5.1
Number of archers that qualified top 16, also ends in top 16 =  10.3

Qualification ranking fit to theoretical ranking (lower is better): 1.413390

Final ranking fit to theoretical ranking  (lower is better)       : 1.804741
